street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.71353,-73.96216,True
"Barcelona, Catalunya, Spain",Sant Martí,la Verneda i la Pau,Barcelona,Spain,ES,Point,41.42112,2.20085,False
"Koloa, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.88234,-159.47554,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00359,28.97622,True
"North Sydney, NSW, Australia",Neutral Bay,North Sydney,Sydney,Australia,AU,Point,-33.84297,151.21478,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31871,114.17082,True
"Tsim Sha Tsui, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.2982,114.17366,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68683,-73.92922,True
"New York, NY, United States",Manhattan,Upper East Side,New York,United States,US,Point,40.78465,-73.95735,True
"New York, NY, United States",Manhattan,Two Bridges,New York,United States,US,Point,40.7113,-73.99442,True
"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.55264,-73.60386,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28491,114.13508,True
"Istanbul, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05766,28.98327,False
"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,Point,41.13534,-8.60605,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.98369162798043,-43.38281341435767,True
"New York, NY, United States",Manhattan,Nolita,New York,United States,US,Point,40.72182,-73.99449,True
"Porto, Portugal",,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,Point,41.1455,-8.63001,True
"Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,Point,40.70126,-73.93285,True
"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.43327,-155.22212,True
"Rio, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984126941422254,-43.2285561930115,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.941799837438328,-43.179580196689336,False
"Göztepe, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.97602,29.06318,False
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29937,114.17546,True
"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51702,-73.57981,True
"TR, Turkey",,Adalar,Istanbul,Turkey,TR,Point,40.87794,29.06648,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.985816199811516,-43.192297491066334,True
"Barcelona, Catalonia, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.39922,2.15761,True
"Bondi, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,Point,-33.89605,151.26907,True
"Newport Beach, NSW, Australia",,Pittwater,Sydney,Australia,AU,Point,-33.662,151.32223,True
"Pyrmont, NSW, Australia",Pyrmont,Sydney,Sydney,Australia,AU,Point,-33.87351,151.1943,True
"Rio de Janeiro, RJ, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.9680008638951,-43.182415799103794,False
"Pedrouços, Porto District, Portugal",,Pedrouços,Porto,Portugal,PT,Point,41.18877,-8.58364,True
"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39137,2.17434,True
"New York, NY, United States",Manhattan,Midtown,New York,United States,US,Point,40.75482,-73.96776,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31915,114.16984,True
"HK, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28737,114.14238,True
"New York, NY, United States",Manhattan,Nolita,New York,United States,US,Point,40.72404,-73.99529,True
"Montréal, Québec, Canada",Le Plateau,Ville-Marie,Montreal,Canada,CA,Point,45.53481,-73.55985,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51625,-73.55495,True
"New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,Point,40.79208,-73.96482,True
"Mecidiyekoy, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06422,28.99911,False
"Queens, NY, United States",Astoria,Astoria,New York,United States,US,Point,40.76964,-73.92117,True
"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37903,2.17877,True
"Queens, NY, United States",Queens,Long Island City,New York,United States,US,Point,40.76485,-73.93959,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28515,114.15037,True
"Barcelona, Catalunya, Spain",Eixample,Sant Antoni,Barcelona,Spain,ES,Point,41.37587,2.15375,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.970523926945454,-43.398422063779684,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.980722086375625,-43.18908543651725,False
"Brooklyn , NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,40.672,-73.94247,False
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28572,-157.83857,True
"Bundeena, NSW, Australia",Cronulla,Sutherland Shire,Sydney,Australia,AU,Point,-34.08087,151.15761,True
"Sisli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04768,28.98361,False
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14366,-8.61825,False
"Sai Kung District, New Territories, Hong Kong",,Sai Kung,Hong Kong,Hong Kong,HK,Point,22.31752,114.25746,False
"New York, NY, United States",Manhattan,Gramercy,New York,United States,US,Point,40.73598,-73.98161,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28352,114.15076,True
"Woollahra, NSW, Australia",Woollahra,Woollahra,Sydney,Australia,AU,Point,-33.88944,151.23526,True
"New York, NY, United States",Manhattan,East Harlem,New York,United States,US,Point,40.78626,-73.94429,True
"Captain Cook, HI, United States",Island of Hawaiʻi,South Kona,The Big Island,United States,US,Point,19.26787,-155.87508,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.980690335847203,-43.21889444085009,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.985703885018637,-43.20246232850196,False
"Queens, NY, United States",Ridgewood,Ridgewood,New York,United States,US,Point,40.71112,-73.91932,True
"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,Point,40.72804,-73.95646,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-22.926541739219996,-43.178454975194995,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14464,-8.61181,True
"Rio de janeiro, Rio de janeiro, Brazil",Encantado,Encantado,Rio De Janeiro,Brazil,BR,Point,-22.89369868524118,-43.30213630920409,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.02338692141779,-43.49085154894161,False
"Rio de Janeiro, RJ, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.015910719795656,-43.45405770602672,False
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30039,114.17308,False
"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.0344,28.98378,False
"Montréal, Québec, Canada",Griffintown,Le Sud-Ouest,Montreal,Canada,CA,Point,45.49665,-73.55863,True
"Waterloo, NSW, Australia",Waterloo,Sydney,Sydney,Australia,AU,Point,-33.90087,151.21181,True
"Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.5221,-73.58715,True
"Brooklyn, NY, United States",Park Slope,Park Slope,New York,United States,US,Point,40.67549,-73.98057,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.5084,-73.57711,True
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.14543,-8.60033,True
"Montréal, Québec, Canada",Saint-Henri,Le Sud-Ouest,Montreal,Canada,CA,Point,45.47348,-73.58664,True
"New York, NY, United States",Manhattan,Washington Heights,New York,United States,US,Point,40.83307,-73.93957,True
"Porto, Porto, Portugal",,"Aldoar, Foz do Douro e Nevogilde",Porto,Portugal,PT,Point,41.15171,-8.67643,True
"Darlington, NSW, Australia",Darlington,Sydney,Sydney,Australia,AU,Point,-33.88848,151.1965,True
"Queens, NY, United States",Queens,Long Island City,New York,United States,US,Point,40.76079,-73.93215,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011657136740638,-43.32809919833523,False
"Koloa, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.87821,-159.46122,False
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04902,28.98352,False
"Sydney , NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,-33.86771,151.16994,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.61171,-155.97975,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.00273936515431,-43.42564904825581,False
"İstanbul, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98909,29.04503,False
"Barcelona, Catalonia, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40462,2.15884,True
"Haleiwa, HI, United States",North Shore,North Shore Oahu,Oahu,United States,US,Point,21.61601,-158.08687,True
"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,Point,40.68675,-73.97713,True
"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.73013,-156.44917,True
"Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,Point,40.70186,-73.92745,True
"Montréal, Québec, Canada",Anjou,Anjou,Montreal,Canada,CA,Point,45.5993,-73.55486,False
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.89172,151.26826,True
"Brooklyn, NY, United States",Brooklyn,Brooklyn Heights,New York,United States,US,Point,40.69263,-73.99438,False
"Causeway Bay, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27878,114.18445,True
"Woolloomooloo, NSW, Australia",Woolloomooloo,Sydney,Sydney,Australia,AU,Point,-33.86943,151.21842,True
"Mongkok, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31463,114.16885,True
"Beyoğlu, Istanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03746,28.97483,True
"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39139,2.16424,True
"Wailea-Makena, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.69055,-156.43546,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.008791637258927,-43.364530263111185,True
"Mountain View, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.48649,-155.10302,True
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.88875,151.27247,False
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.48979,-73.58022,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28172,-157.83818,False
"Cihangir-Beyoglu , İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03154,28.98381,False
"Montréal, Québec, Canada",Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,Point,45.51424,-73.56526,True
"New York, NY, United States",Midtown East,Midtown,New York,United States,US,Point,40.75489,-73.9666,True
"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.39982,2.15413,True
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.80031,151.29282,True
"Barcelona, Catalonia, Spain",Eixample,Sant Antoni,Barcelona,Spain,ES,Point,41.37513,2.16663,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.944292537938367,-43.2533524829868,True
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.89275,151.27036,True
"Montréal, Québec, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,Point,45.51891,-73.55889,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.984148254337534,-43.19423588543599,True
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14364,-8.61628,True
"Fatih, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00755,28.97218,False
"Brooklyn, NY, United States",Brooklyn,Park Slope,New York,United States,US,Point,40.67644,-73.98082,True
"Brooklyn, NY, United States",Brooklyn,Flatlands,New York,United States,US,Point,40.62883,-73.94586,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.28133,-157.82776,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.95162577090241,-43.175214261015086,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98352041283106,-43.2023558879285,False
"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.02655,28.9739,False
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.76438,-156.45649,True
"Waiʻanae, HI, United States",Waianae Coast,Waianae,Oahu,United States,US,Point,21.48382,-158.20257,True
"Arouca, Aveiro, Portugal",,Mansores,Porto,Portugal,PT,Point,40.93334,-8.36356,False
"Barcelona, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39726,2.16963,False
"Tamarama, NSW, Australia",Tamarama,Waverley,Sydney,Australia,AU,Point,-33.89741,151.26982,False
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04478,28.98542,False
"Waimea, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,Point,20.03697,-155.62344,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Humaitá,Humaitá,Rio De Janeiro,Brazil,BR,Point,-22.95565763906539,-43.20086736218796,True
"Hauula, HI, United States",Oʻahu,Koolauloa,Oahu,United States,US,Point,21.59125,-157.90285,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.004059877448853,-43.34951832545693,True
"Hong Kong, New Territories, Hong Kong",,Tuen Mun,Hong Kong,Hong Kong,HK,Point,22.40435,113.9801,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00164,28.93254,False
"Fatih, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00733,28.98026,True
"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,Point,20.93646,-156.69236,True
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.70799,-156.44392,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.9813700874583,-43.202238135410624,False
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.76124,-156.45205,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14655,-8.61297,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.957538646861146,-43.19321647887779,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.01212481214021,-43.31720122256538,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14234,-8.60898,False
"Rio de Janeiro, RJ, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.98839563811481,-43.358437016600945,False
"Istanbul, Istanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03652,28.98247,True
"Istanbul, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06309,28.9985,False
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.93792,-156.6917,True
"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03832,28.98224,True
"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,Point,-33.89373,151.21378,True
"Alexandria, NSW, Australia",Waterloo,Sydney,Sydney,Australia,AU,Point,-33.90017,151.20377,True
"Waterloo, NSW, Australia",Waterloo,Sydney,Sydney,Australia,AU,Point,-33.89836,151.20691,True
"Rio de Janeiro, RJ, Brazil",,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.96840021041473,-43.4186896742968,False
"Rio de Janeiro, Rio de Janeiro, Brazil",,Taquara,Rio De Janeiro,Brazil,BR,Point,-22.930049818012783,-43.36534968594563,False
"Hawaii Volcanoes National Park, HI, United States",Island of Hawaiʻi,Kau,The Big Island,United States,US,Point,19.44148,-155.26935,False
"Barcelona, Catalonia, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,Point,41.40995,2.17502,True
"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Barcelona,Spain,ES,Point,41.39932,2.14733,True
"Barra da Tijuca - Rio de Janeiro, RJ, Brazil",,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.01558513917358,-43.30252917595476,True
"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.26824,114.18542,True
"Vila Nova de Gaia, Porto, Portugal",,Canidelo,Porto,Portugal,PT,Point,41.14143,-8.65161,False
"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,Point,41.03087,29.01992,False
"sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.8671,151.20677,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.969013331100093,-43.393534232339206,False
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28084,-157.8266,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-22.913416062054356,-43.18471637510573,False
"Hong Kong, Hong Kong Island, Hong Kong",Southern District,Southern,Hong Kong,Hong Kong,HK,Point,22.21846,114.21303,True
"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.7264,-156.44864,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14107,-8.61318,False
"Barcelona, Catalunya, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,Point,41.40211,2.1643,False
"Barcelona, CT, Spain",Les Corts,les Corts,Barcelona,Spain,ES,Point,41.38665,2.12933,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Praça Seca,Rio De Janeiro,Brazil,BR,Point,-22.89507854707165,-43.34708354191269,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14791,-8.61184,True
"Sydney, NSW, Australia",Bondi Junction,Waverley,Sydney,Australia,AU,Point,-33.89333,151.25656,True
"Kadıköy, İstanbul, Turkey",Kadıköy Merkezi,Kadikoy,Istanbul,Turkey,TR,Point,40.99743,29.02769,False
